O*NET-SOC Code,Title,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Auto label value,Auto probability0,Auto probability1,Auto probability2,Auto probability
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3.12,2.88,2.88,3.0,1.5,1.12,3.12,3.0,2.38,3.0,2.75,3.0,1.75,1.88,2.38,2.38,3.0,0.75,0.88,2.5,2.12,0.75,3.0,3.0,3.25,3.12,3.25,3.25,3.0,2.12,2.12,2.5,0.88,0.88,1.5,1,0.6389681176374324,0.5781078406996301,0.6185857972679969,0.6118872518683531
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3.19,3.12,3.0,3.06,2.75,1.44,3.5,3.06,2.75,3.19,3.0,3.12,2.75,2.19,2.81,2.81,3.06,2.06,1.75,2.81,3.5,0.63,3.44,3.37,3.75,3.88,3.94,3.5,3.0,2.94,3.0,3.06,1.5,1.94,2.69,0,0.4848649285321258,0.4182640323346618,0.5113794377759007,0.47150279954756275
49-9031.00,Home Appliance Repairers,2.88,3.12,2.75,3.0,2.0,1.25,3.25,2.25,2.12,2.88,2.75,2.75,2.12,2.12,2.5,2.88,3.0,1.62,1.0,2.88,2.38,0.62,3.25,3.0,3.12,3.62,3.88,3.62,3.0,2.12,2.0,3.0,1.25,1.75,2.12,1,0.5819964115399898,0.5121874854913955,0.5810131704555488,0.5583990224956447
49-9041.00,Industrial Machinery Mechanics,3.0,3.0,2.75,3.0,2.5,1.5,3.5,3.12,2.88,3.12,2.12,3.0,1.75,1.75,2.75,2.25,3.0,1.75,1.88,3.12,3.0,1.5,4.0,4.0,4.12,4.0,4.0,3.75,3.0,2.88,2.88,3.0,0.88,0.88,2.12,1,0.576868846998309,0.46473805071094887,0.5684044224151421,0.5366704400414667
49-9043.00,"Maintenance Workers, Machinery",2.88,3.0,2.25,2.75,1.62,0.75,3.0,2.12,1.88,2.75,2.12,3.0,2.12,2.12,2.12,2.12,2.88,1.75,1.12,2.75,2.25,0.75,3.62,3.25,3.88,3.25,3.75,3.12,2.38,2.12,2.0,2.38,0.75,1.0,1.88,1,0.6599531346129766,0.5646625442213491,0.632292416570948,0.6189693651350913
49-9044.00,Millwrights,3.0,3.0,2.88,3.0,2.75,0.62,3.12,3.12,2.88,3.12,2.88,3.5,2.88,2.75,3.12,2.88,3.0,1.12,1.75,2.5,3.38,0.62,3.88,3.5,3.88,3.88,3.88,3.38,3.0,2.75,2.88,3.25,1.62,1.62,2.62,0,0.4678338994465818,0.4146650835749597,0.5023898051362714,0.4616295960526043
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2.62,2.88,2.25,2.75,1.75,0.0,3.0,2.12,2.12,2.75,2.38,2.75,1.75,1.88,2.38,2.0,2.12,1.25,0.75,1.88,0.38,0.0,3.25,3.0,2.75,2.88,2.75,2.75,2.62,1.62,1.38,2.5,0.62,0.88,1.88,1,0.7306972510901915,0.777315562474655,0.6834214566379728,0.7304780900676064
49-9051.00,Electrical Power-Line Installers and Repairers,3.0,3.25,2.75,2.88,1.88,1.0,3.0,3.0,2.75,3.0,2.62,3.25,2.75,2.12,2.62,2.5,3.0,1.62,1.12,2.12,2.38,0.25,3.25,3.25,3.0,3.38,3.25,3.12,3.0,3.0,3.0,2.88,0.38,0.62,3.0,1,0.5391327491256703,0.47204236195663896,0.5545057172330701,0.5218936094384597
49-9052.00,Telecommunications Line Installers and Repairers,3.0,3.0,2.88,2.75,1.75,1.12,3.12,2.62,2.0,2.88,2.88,3.0,2.25,2.12,2.12,2.88,3.0,1.0,0.88,2.0,1.88,0.62,3.0,3.0,2.75,3.12,2.75,3.0,3.0,2.38,2.38,2.75,0.75,0.75,1.88,1,0.6133787607728607,0.5837683581292765,0.6055933733705672,0.6009134974242348
49-9061.00,Camera and Photographic Equipment Repairers,3.5,3.12,3.0,3.0,2.5,1.88,3.38,3.12,2.25,2.88,2.5,2.25,2.12,2.0,0.88,2.25,3.12,1.75,2.25,3.12,1.38,1.25,3.0,1.75,3.62,3.62,3.88,3.38,3.0,2.12,2.12,3.0,1.75,1.88,1.62,1,0.6732544069458868,0.5818870670878482,0.6291004457023917,0.6280806399120422
49-9062.00,Medical Equipment Repairers,3.75,2.88,2.88,2.88,3.12,2.25,3.62,3.25,2.88,3.25,2.75,2.88,2.75,2.5,3.12,2.88,3.12,2.12,2.0,3.12,2.0,0.62,3.62,3.0,4.0,4.0,4.0,3.62,3.12,3.0,3.12,2.75,1.5,2.12,2.75,0,0.5105752832270483,0.4638765354738865,0.5227878947263633,0.49907990447576606
49-9063.00,Musical Instrument Repairers and Tuners,3.0,3.0,2.75,3.0,2.0,1.25,3.25,3.0,2.5,3.0,2.88,2.38,2.88,2.75,2.88,2.88,2.88,1.75,1.38,2.62,0.5,0.25,3.0,2.5,2.88,3.12,3.12,3.5,3.0,2.75,2.75,3.12,1.88,2.12,2.25,1,0.5566832553781325,0.5868965158466324,0.5597545509656499,0.5677781073968049
49-9064.00,Watch and Clock Repairers,2.88,3.0,2.25,2.75,2.0,1.25,3.0,2.25,1.62,2.25,2.5,2.12,2.12,1.62,1.62,2.75,2.88,1.0,1.12,2.25,0.62,0.0,2.5,2.12,3.12,3.12,3.5,3.0,3.0,1.88,2.0,2.25,1.5,1.5,1.88,1,0.714570728992328,0.710190965631341,0.6710491842471242,0.6986036262902644
49-9071.00,"Maintenance and Repair Workers, General",3.12,3.0,2.88,3.0,2.25,1.12,3.12,3.12,2.38,3.12,2.62,3.0,2.25,2.38,2.38,2.25,3.0,2.12,1.88,3.0,3.12,0.5,3.12,3.12,3.88,3.75,3.88,3.25,2.88,2.25,2.25,2.88,1.25,1.5,2.25,1,0.5555581904164058,0.45023045410277973,0.5601977480689158,0.5219954641960337
49-9081.00,Wind Turbine Service Technicians,3.25,3.12,2.75,3.0,2.75,2.0,3.12,3.12,3.0,3.12,2.75,3.25,1.75,1.88,2.88,2.12,3.0,1.0,1.5,2.88,1.12,0.62,3.25,3.12,3.75,4.0,3.88,3.12,3.0,3.12,3.0,2.88,1.0,2.25,2.5,1,0.6092412256355999,0.5842665305010541,0.5850081811213386,0.5928386457526642
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2.88,2.88,2.5,2.62,2.0,0.62,2.88,2.12,1.75,3.0,2.5,2.62,1.75,1.5,1.62,2.62,2.75,0.5,0.0,2.12,1.62,0.38,3.0,3.0,3.0,3.0,3.0,2.88,2.62,2.75,2.25,2.75,1.25,1.25,1.62,1,0.7067449618071464,0.6775215820342169,0.6649387814692318,0.6830684417701983
49-9092.00,Commercial Divers,3.5,3.62,3.0,3.38,2.12,2.25,3.75,3.12,3.0,3.25,3.0,3.12,2.62,2.62,3.12,2.38,3.12,1.75,0.88,2.88,2.38,0.0,3.62,3.12,3.0,3.12,3.25,3.25,3.25,2.75,2.5,3.12,0.88,1.38,3.0,1,0.5079360698484159,0.46678995639503995,0.5253646420209961,0.5000302227548173
49-9094.00,Locksmiths and Safe Repairers,3.0,3.0,2.38,3.0,2.12,0.0,3.12,2.88,2.25,2.75,2.5,2.62,2.25,2.12,2.12,2.25,2.88,0.25,1.25,2.12,2.0,0.75,2.38,3.0,3.0,3.0,3.12,3.0,2.75,2.25,2.12,2.88,1.25,1.38,2.12,1,0.6541925928513592,0.5936617275330036,0.6280877311653512,0.625314017183238
49-9095.00,Manufactured Building and Mobile Home Installers,3.12,2.88,2.88,2.88,2.88,0.88,3.25,3.0,3.12,3.38,2.75,3.62,3.0,2.75,3.12,2.75,3.25,2.0,1.5,2.62,2.38,0.0,3.12,3.25,2.62,3.25,3.38,3.62,3.0,2.62,2.88,3.12,2.12,2.38,3.12,0,0.4458237143534802,0.4155636074301867,0.489628480218542,0.450338600667403
49-9096.00,Riggers,2.38,3.0,2.38,2.75,1.0,0.5,3.0,2.25,1.12,3.12,2.5,3.12,2.12,2.12,2.12,2.25,3.0,2.12,0.62,2.75,1.75,0.0,3.12,3.25,2.5,2.88,2.62,3.0,3.0,2.12,2.12,2.88,0.38,0.38,2.88,1,0.6264925481309547,0.6122463279661474,0.6175369032288245,0.6187585931086422
49-9097.00,Signal and Track Switch Repairers,2.88,3.0,3.0,2.5,2.25,0.88,3.38,3.0,2.75,3.12,2.12,2.75,2.12,2.12,2.75,2.12,3.0,0.25,0.62,2.75,2.62,0.88,3.75,3.0,3.88,4.0,3.88,3.88,2.88,2.25,2.25,3.0,0.75,0.88,2.12,1,0.6112550834522779,0.5069425186527976,0.5960534258751693,0.5714170093267482
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",2.12,2.75,2.0,2.38,1.62,0.12,2.75,2.5,2.12,2.62,2.0,2.88,1.75,1.5,2.0,2.0,2.12,0.75,0.62,2.38,2.25,0.38,3.0,3.0,3.25,3.12,3.25,3.0,2.62,2.12,1.88,2.5,0.38,0.62,1.5,1,0.6897866588996635,0.6089399436129952,0.6604271050008492,0.653051235837836
49-9099.01,Geothermal Technicians,3.12,3.0,3.0,3.0,3.12,2.0,3.12,3.0,2.25,3.62,2.25,3.12,2.25,2.12,2.62,2.38,2.88,1.62,1.5,2.88,3.12,1.12,4.0,3.75,3.25,3.75,3.62,3.25,3.0,3.0,3.0,3.0,1.38,1.75,2.25,1,0.563530347258947,0.46100590049793766,0.5588016009519947,0.5277792829029598
51-1011.00,First-Line Supervisors of Production and Operating Workers,3.75,4.0,3.62,3.75,2.88,0.62,3.75,3.12,3.12,3.88,3.88,3.88,3.12,3.12,3.12,2.88,3.62,2.75,1.25,2.25,0.12,0.38,3.38,2.75,2.12,2.5,2.12,3.12,3.25,3.0,3.0,3.88,2.62,2.62,3.75,0,0.36857067281482614,0.3824591405282831,0.4210881655037042,0.3907059929489378
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.12,3.12,3.0,3.0,2.75,1.5,3.12,3.0,2.88,3.12,2.25,2.88,2.25,2.25,2.88,2.38,2.88,1.38,1.88,2.88,3.0,1.0,3.0,2.88,3.0,2.88,3.12,3.75,3.0,2.88,2.62,3.0,1.38,1.62,2.38,1,0.5523192236540382,0.45406718376789,0.5558213151555833,0.5207359075258372
51-2021.00,"Coil Winders, Tapers, and Finishers",2.75,2.88,2.0,2.5,1.12,0.0,2.88,1.88,1.88,3.0,2.25,2.88,1.25,1.12,2.12,1.5,1.88,0.62,0.75,0.62,0.12,0.0,3.12,3.12,0.62,1.88,0.38,2.25,2.5,1.5,1.25,2.12,0.5,0.5,1.0,1,0.7546772266454695,0.7329210819787022,0.7114622394304888,0.7330201826848869
51-2023.00,Electromechanical Equipment Assemblers,3.0,2.75,2.12,2.62,1.88,2.0,2.88,2.12,1.62,2.75,1.75,2.0,1.62,1.62,1.5,1.75,2.12,0.75,1.0,2.0,1.0,0.5,3.0,2.25,2.88,3.12,2.75,3.25,2.38,1.88,1.5,2.62,0.62,0.75,1.62,1,0.7735722793368041,0.753058415784551,0.7117856873432515,0.7461387941548688
51-2031.00,Engine and Other Machine Assemblers,3.12,3.0,2.25,2.88,2.0,1.62,3.0,2.25,2.0,3.0,2.12,2.25,2.0,2.0,2.25,2.0,2.25,0.75,1.0,2.25,1.38,0.75,3.12,2.88,2.88,3.0,2.88,3.25,2.5,2.0,2.0,2.25,0.62,1.12,2.12,1,0.7204993036541509,0.7074426482471381,0.671781351895504,0.6999077679322644
51-2041.00,Structural Metal Fabricators and Fitters,2.38,3.0,2.0,2.5,1.88,0.62,2.25,1.62,0.75,2.5,2.25,2.62,2.12,1.75,1.88,1.75,2.25,1.25,0.5,1.5,0.25,0.0,2.38,2.38,0.88,2.0,0.88,2.5,2.38,0.5,0.5,2.38,0.0,0.12,2.0,1,0.764871265260922,0.7482619132177319,0.7187473557625026,0.7439601780803855
51-2051.00,Fiberglass Laminators and Fabricators,2.75,2.88,2.5,2.62,2.12,1.0,2.88,2.75,2.75,3.12,2.38,2.62,2.5,2.25,2.75,2.12,2.88,0.25,0.88,1.5,0.0,0.0,3.0,3.0,1.12,2.25,1.12,2.88,2.62,2.0,2.12,2.62,0.88,1.5,2.25,1,0.6501646040292712,0.6956863986488315,0.6304599491653562,0.658770317281153
51-2061.00,Timing Device Assemblers and Adjusters,2.62,2.62,2.38,2.62,1.62,1.75,2.88,2.25,2.0,2.62,2.38,2.0,1.88,0.88,2.25,2.38,2.75,0.88,0.88,2.5,1.25,0.5,2.5,2.62,2.88,2.62,3.12,2.75,2.62,1.88,2.0,2.62,0.75,0.62,1.62,1,0.7321330537433823,0.712933899096015,0.6842710247100285,0.7097793258498086
51-2092.00,Team Assemblers,2.88,3.0,2.88,3.0,1.5,0.0,2.88,2.12,2.12,3.0,3.0,3.25,2.38,2.25,2.88,2.25,2.62,0.62,0.5,1.5,0.0,0.62,3.0,2.75,2.0,2.12,2.0,3.0,2.75,2.0,2.0,2.75,1.12,1.25,2.5,1,0.6530909909425873,0.7107761216090012,0.6286332435736028,0.6641667853750638
51-3011.00,Bakers,2.75,2.75,2.12,2.88,2.12,0.88,3.0,3.0,2.0,2.88,2.62,2.88,1.75,1.88,2.0,2.25,2.0,1.88,0.88,0.62,0.0,0.0,2.62,2.0,0.5,1.25,0.12,2.25,2.75,2.0,2.0,2.75,0.88,1.38,1.62,1,0.6984146702194494,0.6968272108475162,0.6647431288747612,0.6866616699805755
51-3021.00,Butchers and Meat Cutters,3.0,3.0,2.75,3.0,2.0,0.25,3.0,2.12,2.0,2.88,2.88,2.75,2.88,2.75,2.25,2.88,2.5,1.0,0.5,0.88,0.0,0.12,2.12,2.0,1.12,1.88,1.0,2.0,2.38,2.0,2.0,3.0,2.0,1.75,3.0,1,0.6136138365089039,0.6208643095765183,0.6075103359438003,0.6139961606764075
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",2.25,2.25,2.12,2.62,1.88,0.0,2.88,2.25,2.25,2.62,2.38,2.38,2.12,2.12,2.12,2.38,2.12,0.12,0.25,1.38,0.0,0.0,2.38,2.12,1.25,2.0,1.25,2.12,2.12,1.12,1.12,2.12,0.88,1.0,2.25,1,0.7263316875058763,0.7345218276506102,0.6918275120473254,0.7175603424012706
51-3023.00,Slaughterers and Meat Packers,1.75,2.25,1.0,1.88,0.75,0.0,1.88,1.5,1.25,1.88,1.75,1.88,0.88,1.12,1.62,1.75,1.75,0.12,0.0,0.5,0.0,0.0,2.0,2.12,0.75,1.38,0.75,2.0,1.75,1.12,1.12,1.88,0.5,0.62,1.5,1,0.7786273536188446,0.6767542683712691,0.7393078420708434,0.7315631546869857
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2.88,2.88,2.88,2.88,0.75,0.88,3.0,2.62,2.5,3.0,2.12,3.0,2.25,2.12,2.62,2.12,2.75,1.5,0.5,2.0,0.62,0.25,3.62,3.12,2.25,2.25,2.0,2.88,2.62,1.62,1.5,2.12,0.25,0.5,2.0,1,0.6818805508892751,0.7246611042128279,0.6523395731442747,0.6862937427487926
51-3092.00,Food Batchmakers,3.0,3.0,2.88,3.0,2.38,1.75,2.88,2.12,2.0,3.0,2.62,3.0,2.12,2.0,2.12,2.12,2.62,1.75,0.5,0.88,0.0,0.12,3.0,2.88,1.25,2.0,0.62,2.12,2.38,1.5,1.5,2.5,0.38,0.62,2.12,1,0.7256862416458034,0.7696400659182245,0.6773254638176809,0.7242172571272363
51-3093.00,Food Cooking Machine Operators and Tenders,2.75,3.0,2.62,2.38,1.88,1.38,2.38,2.38,2.0,2.88,2.38,2.75,1.62,1.62,2.12,2.12,2.38,0.75,0.38,0.5,0.0,0.25,3.12,2.88,1.12,1.75,0.38,2.12,2.25,1.38,1.62,2.25,0.75,1.0,2.0,1,0.7421937707732695,0.7647842434185463,0.6961960996454195,0.7343913712790785
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2.88,2.62,2.0,2.5,2.5,1.12,2.75,2.25,2.12,3.25,2.38,3.0,1.88,1.5,2.25,1.75,2.62,1.38,0.88,2.5,1.62,0.5,3.62,3.5,2.62,2.75,2.88,3.38,2.75,2.25,2.25,2.5,0.75,1.25,1.88,1,0.6965632903853134,0.6704345300294676,0.6551921096354931,0.674063310016758
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2.88,3.0,2.75,2.88,2.12,0.62,2.88,2.12,2.25,3.12,2.38,2.62,2.12,2.12,2.25,2.12,2.75,1.12,0.88,1.75,1.0,0.25,3.0,3.0,2.25,2.75,2.12,2.88,2.62,1.75,1.75,2.62,0.38,0.5,2.25,1,0.7003142555416844,0.7431228168372854,0.661204657332064,0.7015472432370112
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2.88,2.75,2.62,2.75,2.5,0.38,3.0,3.0,2.75,3.0,2.5,3.0,1.75,1.62,2.88,2.0,2.75,1.12,0.88,2.38,2.0,0.62,4.0,3.88,3.0,3.0,2.88,3.88,2.88,2.75,2.38,3.0,0.88,1.25,2.62,1,0.6245396333619055,0.5740887179179879,0.6049799391943793,0.6012027634914242
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2.88,2.75,2.38,2.75,2.38,0.88,2.75,2.25,2.0,3.0,2.0,2.5,1.75,1.88,2.5,1.62,2.62,1.25,0.75,1.5,0.88,0.12,3.5,3.5,2.75,2.88,2.5,3.38,2.75,1.5,1.5,2.62,0.5,0.75,1.88,1,0.7407568268171758,0.7631863317100738,0.6863334973658652,0.7300922186310382
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.88,3.0,2.75,3.0,2.25,0.62,3.12,2.38,2.12,3.12,2.25,2.25,2.0,1.88,2.0,2.0,2.75,1.88,1.12,2.25,1.5,0.25,3.5,3.12,2.38,2.75,2.38,2.88,2.75,2.12,2.0,2.38,0.5,0.75,2.12,1,0.7091080695897176,0.6971472786967752,0.6635148943976219,0.6899234142280383
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.88,2.62,2.0,2.5,3.0,0.5,2.88,2.25,2.0,3.0,2.25,2.5,1.62,1.38,2.12,1.75,2.75,1.0,0.75,2.12,0.62,0.75,3.62,3.62,2.5,2.62,2.5,3.5,2.88,2.25,2.12,2.25,0.75,1.12,1.88,1,0.7661985073180517,0.7768915192334589,0.6994040379789794,0.7474980215101633
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.0,2.88,2.12,2.62,2.25,0.75,3.0,2.0,1.75,3.0,2.12,2.62,1.38,1.0,2.12,1.5,2.5,0.88,0.75,2.25,0.88,0.62,2.88,3.12,2.5,2.62,2.12,3.12,2.38,2.0,1.75,2.25,0.75,0.62,1.62,1,0.7838784621764034,0.7830885455815633,0.7166460014844347,0.7612043364141338
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2.75,3.0,2.25,2.62,2.75,0.62,2.88,2.5,1.88,3.0,2.25,2.62,1.62,1.5,2.12,1.75,2.5,1.62,0.75,1.88,1.25,0.75,3.5,3.25,2.25,2.75,2.12,3.0,2.38,1.88,1.75,2.62,0.62,0.75,1.75,1,0.754010628916717,0.7585684973661841,0.6938954135974882,0.7354915132934631
51-4041.00,Machinists,3.0,2.88,2.62,3.0,2.75,0.75,3.12,2.88,2.38,3.12,2.75,3.0,2.12,2.12,2.75,2.12,3.0,1.88,1.88,2.62,2.38,1.12,3.25,3.38,2.88,2.88,2.75,3.0,2.75,2.12,2.25,2.62,0.75,1.0,2.0,1,0.6138589271223793,0.5290508971907357,0.5980881494239725,0.5803326579123625
51-4051.00,Metal-Refining Furnace Operators and Tenders,2.88,3.0,2.75,2.88,2.62,1.62,3.0,2.12,2.0,3.12,2.38,2.25,2.25,2.0,2.12,2.12,2.88,0.75,0.25,2.0,0.0,0.0,3.88,3.75,2.88,2.75,2.25,3.12,2.75,2.12,2.12,2.88,0.88,1.75,2.38,1,0.7268994356713279,0.7810958961850929,0.6686895841585851,0.7255616386716687
51-4052.00,"Pourers and Casters, Metal",2.5,3.0,2.0,2.62,1.62,1.12,3.0,2.12,2.12,3.0,2.12,2.62,2.12,2.12,2.12,2.12,2.12,1.0,0.5,2.12,0.25,0.25,3.12,3.0,2.75,2.75,2.25,3.0,3.0,1.25,1.5,2.25,0.75,1.0,1.75,1,0.7294612366909519,0.7773503068964374,0.6831450556275058,0.7299855330716317
51-4061.00,"Model Makers, Metal and Plastic",3.0,2.88,2.62,2.62,2.88,1.25,3.0,2.88,2.0,3.0,2.62,2.88,1.88,1.38,2.12,1.5,2.75,2.5,1.88,3.0,0.38,0.88,3.12,3.25,2.62,3.12,2.62,3.12,2.88,1.12,1.88,3.0,0.88,1.38,1.75,1,0.7264453156430477,0.7176325641950143,0.667001552019201,0.703693143952421
51-4062.00,"Patternmakers, Metal and Plastic",3.0,2.88,2.12,2.88,2.38,0.5,3.0,2.25,2.0,3.12,2.5,2.62,1.75,1.75,2.25,1.75,2.75,2.38,1.75,1.88,0.5,1.25,3.12,3.0,2.12,2.0,1.88,3.25,2.5,2.0,2.12,2.5,0.25,0.38,1.75,1,0.7404026184989903,0.7474600877593502,0.682563933631684,0.7234755466300081
51-4071.00,Foundry Mold and Coremakers,1.88,2.25,1.62,1.88,1.62,0.25,2.5,1.75,1.38,2.62,2.12,2.5,1.25,1.12,2.12,1.25,2.0,0.88,0.5,1.5,0.0,0.0,2.38,2.25,1.12,2.12,1.25,2.38,2.25,1.0,1.0,2.5,0.5,0.62,1.62,1,0.7799807206155265,0.7530802767511204,0.7300873539116992,0.7543827837594487
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3.0,3.0,2.5,2.38,2.12,0.25,2.62,2.25,2.25,3.0,2.12,2.0,2.0,2.0,2.12,1.62,2.25,1.62,0.5,2.0,1.12,0.5,3.88,3.75,2.75,2.75,2.62,3.12,2.25,1.12,1.75,2.38,0.62,0.5,2.12,1,0.753828392024559,0.7494706111139635,0.6957235651239557,0.7330075227541594
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.0,3.0,2.75,2.88,2.12,0.38,3.12,2.88,2.75,3.0,2.38,2.88,2.38,2.12,2.88,2.12,3.0,1.88,1.25,2.38,1.75,1.12,4.0,3.12,3.12,3.0,3.0,3.5,3.0,2.25,2.12,2.88,1.0,1.0,2.0,1,0.6273615786757318,0.5840432523013419,0.605034784703264,0.6054798718934459
51-4111.00,Tool and Die Makers,3.12,3.0,2.5,2.75,2.88,1.25,3.12,3.12,2.12,3.0,2.0,2.88,1.62,1.25,2.12,1.0,3.0,3.12,2.88,3.0,0.75,0.62,3.0,3.12,2.88,2.88,2.88,3.75,3.0,2.5,2.38,2.88,0.38,0.62,1.62,1,0.7079924920629423,0.6262013749938831,0.6533765686812103,0.6625234785793452
51-4121.00,"Welders, Cutters, Solderers, and Brazers",2.44,2.5,1.75,2.19,1.62,0.32,2.69,2.19,1.81,2.81,2.12,2.44,1.75,1.56,2.19,2.06,2.31,0.88,0.88,1.88,0.5,0.25,2.56,2.5,1.94,2.06,1.88,2.94,2.31,1.81,1.31,2.31,0.69,1.0,1.62,1,0.7456678019142942,0.7762108959414036,0.7011652740650334,0.7410146573069104
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2.62,2.62,2.0,2.88,1.62,0.75,3.0,2.0,1.88,3.12,2.5,2.75,1.75,1.75,2.25,1.5,2.5,1.25,0.62,2.0,0.25,0.12,3.25,3.12,2.38,2.38,2.12,2.5,2.5,1.25,1.5,2.5,0.38,0.62,1.88,1,0.7539524225209107,0.7983555781783025,0.6986349958539222,0.7503143321843785
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",3.0,2.88,2.62,2.62,2.88,1.12,3.0,2.62,2.75,3.38,2.5,2.88,1.88,1.62,3.0,1.88,2.62,1.62,0.0,2.62,0.25,0.88,3.75,3.88,3.12,2.75,2.88,3.25,2.62,2.12,1.88,2.62,0.62,1.38,2.25,1,0.7270895599107234,0.7537813465930299,0.6643290108132192,0.7150666391056575
51-4192.00,"Layout Workers, Metal and Plastic",2.88,2.88,2.88,2.5,3.12,0.38,3.12,2.62,2.0,3.0,2.75,3.0,1.75,1.62,2.5,2.0,2.88,2.0,0.62,2.0,0.88,0.12,2.75,2.75,2.0,2.0,2.0,2.88,2.75,1.88,1.88,2.5,0.5,0.5,2.25,1,0.7265383549033686,0.7559361843599959,0.6731702999114759,0.7185482797249468
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2.88,3.0,2.62,2.75,1.38,1.88,2.75,2.12,2.12,3.0,2.25,2.62,2.12,2.12,2.38,2.12,2.25,1.62,0.5,2.0,0.25,0.0,3.12,3.0,2.38,2.25,2.12,2.75,2.12,1.62,1.62,2.75,0.5,0.88,2.25,1,0.7151452455917138,0.7791228366528458,0.6716529548622248,0.7219736790355947
51-4194.00,"Tool Grinders, Filers, and Sharpeners",3.0,2.88,2.25,2.38,2.88,0.12,2.88,2.62,2.38,2.75,2.12,2.12,2.12,2.0,2.38,2.0,2.75,1.38,1.12,2.38,0.25,0.5,3.62,3.62,3.38,2.88,3.0,3.25,2.75,2.25,2.25,2.62,1.38,1.75,1.88,1,0.7379846958363032,0.7523773771134188,0.6753858226425109,0.721915965197411
51-5111.00,Prepress Technicians and Workers,3.0,3.0,2.88,3.12,2.0,0.88,3.0,3.0,2.25,3.0,2.75,2.88,2.38,2.12,2.5,2.62,2.88,1.5,1.0,1.75,0.0,0.88,3.0,2.12,1.88,2.12,1.75,2.38,2.88,2.25,2.25,2.75,0.5,0.88,2.25,1,0.6737649929431768,0.7258830485563976,0.6356107404375564,0.6784195939790436
51-5112.00,Printing Press Operators,3.12,3.0,2.62,3.0,2.0,0.0,3.12,2.88,2.12,3.25,2.75,3.0,2.38,2.0,2.75,2.62,2.88,0.75,0.75,2.5,0.12,0.62,3.62,3.25,3.12,3.12,3.12,3.25,2.88,2.12,2.12,3.0,0.75,1.88,2.0,1,0.64865710979916,0.7033307176653807,0.6180863054781582,0.6566913776475664
51-5113.00,Print Binding and Finishing Workers,2.88,2.88,2.62,2.75,2.12,0.12,3.0,2.38,2.88,3.0,2.62,2.75,2.25,1.88,2.75,2.25,2.88,0.5,1.0,2.25,1.5,0.88,3.12,3.12,3.12,2.75,2.75,2.88,2.75,2.12,2.38,2.62,0.75,0.75,2.5,1,0.6553409686920304,0.6439552163297435,0.6282211298172626,0.6425057716130121
51-6011.00,Laundry and Dry-Cleaning Workers,2.12,2.25,2.12,2.38,0.88,0.0,2.5,2.12,2.12,2.25,2.25,2.25,2.12,2.12,2.12,2.38,2.25,0.88,0.0,1.12,0.0,0.0,2.5,2.12,1.25,2.25,1.25,2.0,2.12,1.62,1.5,2.38,1.0,1.0,2.0,1,0.7165100842643142,0.7224032709219159,0.6888123009392757,0.7092418853751686
