O*NET-SOC Code,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Change in Employment
41-3041,3.75,4.0,3.0,3.12,2.5,0.25,3.75,3.12,2.25,2.88,3.12,2.88,3.5,3.25,2.62,4.0,2.88,1.25,0.88,0.12,0.0,0.75,0.75,0.62,0.0,0.0,0.0,0.25,3.0,2.0,2.0,2.88,2.0,0.75,1.62,1920.0
41-4011,4.0,3.935,3.5,3.94,3.065,0.75,3.75,3.565,2.75,3.25,3.565,3.38,3.875,3.75,3.12,3.5,3.12,2.19,1.56,0.62,0.06,0.875,1.435,1.375,0.0,0.56,0.0,1.56,3.25,2.94,2.81,2.875,2.31,2.0,2.25,-28560.0
41-4012,3.75,4.0,3.25,4.0,2.25,0.0,3.75,3.25,2.12,3.25,3.5,3.12,4.0,3.88,2.75,3.12,3.0,1.25,0.75,0.0,0.0,0.5,0.75,1.0,0.0,0.0,0.0,0.38,3.0,2.12,2.12,3.0,1.0,1.0,1.75,-50110.0
41-9011,3.25,3.62,3.0,3.88,1.88,0.0,3.0,3.0,2.75,3.12,3.25,3.25,3.88,2.88,3.0,3.12,2.38,2.0,0.88,0.0,0.0,0.12,2.0,0.88,0.0,1.62,0.0,1.88,2.62,2.0,2.12,2.88,0.62,0.88,2.38,-5840.0
41-9012,2.0,2.62,2.0,2.12,0.25,0.0,1.88,1.62,0.12,1.75,2.62,2.0,1.75,1.75,0.38,1.62,1.75,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.88,0.75,0.12,2.0,0.0,0.0,0.75,-2820.0
41-9021,4.12,4.0,3.5,4.0,3.0,0.12,3.88,3.75,2.0,3.38,3.12,2.88,4.0,4.0,2.25,3.25,2.88,1.0,0.38,0.0,0.0,0.5,0.75,1.0,0.0,0.62,0.0,2.25,4.0,2.25,2.38,3.0,2.0,0.88,2.75,4010.0
41-9022,4.0,4.0,3.5,4.0,3.25,0.12,4.0,3.25,2.38,3.0,3.75,3.62,4.12,3.88,3.0,3.75,3.0,1.25,0.62,0.0,0.0,0.62,1.5,1.5,0.0,0.88,0.0,2.0,3.75,2.75,3.0,3.12,2.12,1.38,2.75,4670.0
41-9031,4.75,4.25,4.0,4.12,3.75,2.25,4.0,3.88,3.5,3.62,4.0,3.62,4.25,4.0,3.38,3.88,3.75,2.75,3.0,0.75,0.0,1.88,2.0,1.75,0.0,2.38,0.0,2.5,4.0,3.75,3.75,3.25,2.12,2.62,3.0,-4530.0
41-9041,3.25,3.62,2.62,3.62,0.62,0.12,3.38,1.5,0.5,2.38,2.75,2.62,3.5,2.62,1.0,3.25,2.25,1.38,0.12,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,2.12,0.38,0.62,1.88,0.0,0.0,0.62,-99720.0
41-9091,2.75,3.12,2.75,3.38,1.12,0.0,3.12,2.62,2.0,2.88,3.12,3.12,4.0,3.38,2.12,3.12,2.25,1.12,0.75,0.0,0.0,0.62,0.38,0.62,0.0,0.0,0.0,0.12,2.88,1.75,2.0,2.88,0.88,1.25,1.38,1320.0
43-1011,3.75,3.88,3.75,4.0,2.75,0.0,3.88,3.75,3.75,4.0,3.88,3.75,3.5,3.62,3.62,3.5,3.25,2.5,0.62,0.0,0.0,1.0,2.0,0.25,0.0,1.38,0.0,2.75,3.12,3.0,3.0,3.75,2.62,2.62,3.75,83800.0
43-2011,3.0,3.0,2.38,2.75,1.38,0.0,2.75,2.25,2.0,2.38,2.88,2.5,1.88,1.88,1.88,2.62,2.25,0.5,0.0,0.0,0.0,0.5,1.5,0.5,0.0,0.62,0.0,1.25,2.12,1.75,1.0,2.12,0.25,0.12,1.5,-40840.0
43-2021,2.75,3.5,2.5,3.38,1.38,0.0,3.25,2.0,1.88,2.38,2.88,2.25,2.0,1.88,1.62,3.38,2.62,0.75,0.5,0.0,0.0,0.62,1.12,0.25,0.0,0.0,0.0,0.12,1.88,1.5,1.25,2.0,0.62,0.5,1.5,-5480.0
43-3011,3.62,3.62,3.12,3.62,2.62,0.0,3.5,2.75,2.12,2.88,3.0,2.88,3.62,3.12,2.38,2.75,2.88,0.25,0.0,0.0,0.0,0.38,1.0,0.0,0.0,0.5,0.0,0.88,2.75,2.38,2.0,2.88,0.75,0.5,2.0,-111090.0
43-3021,3.25,3.37,2.94,3.06,2.56,0.0,3.12,2.63,2.0,2.56,2.56,2.56,2.12,2.12,2.0,2.69,2.56,0.06,0.19,0.0,0.0,1.19,0.81,0.38,0.12,0.25,0.25,1.06,2.56,1.88,1.56,3.0,0.12,0.0,1.87,-24410.0
43-3031,3.75,3.75,3.12,3.12,3.38,0.12,3.25,3.12,1.88,2.88,2.75,2.75,2.12,2.38,2.0,2.88,2.88,0.38,0.12,0.0,0.0,0.38,0.62,0.12,0.0,0.0,0.0,0.12,2.88,2.12,2.12,2.88,1.75,0.88,2.0,-62400.0
43-3041,3.0,3.25,3.0,3.12,2.88,0.0,3.25,2.25,2.12,3.0,2.75,2.88,2.0,2.75,2.75,3.0,2.0,0.12,0.0,0.0,0.0,0.25,0.88,0.62,0.0,0.0,0.0,1.75,2.38,1.12,1.0,2.5,0.38,0.12,1.88,-2020.0
43-3051,3.75,3.38,3.12,3.12,3.0,0.25,3.12,2.88,2.5,2.88,2.75,2.38,2.0,1.88,2.5,2.75,2.88,0.38,0.12,0.0,0.0,0.62,0.62,0.25,0.0,0.0,0.0,0.75,3.0,2.12,1.88,3.0,0.38,0.0,2.12,-23700.0
43-3061,3.88,4.0,3.25,3.75,2.38,0.0,3.62,3.5,2.25,3.38,3.0,2.88,2.38,3.62,2.38,3.0,3.0,1.25,0.38,0.0,0.0,0.5,0.5,0.25,0.0,0.25,0.0,0.88,3.25,2.25,2.0,3.0,2.5,2.12,2.62,-4160.0
43-3071,3.25,3.62,3.0,3.0,2.75,0.0,3.25,3.0,2.5,3.12,3.0,2.75,2.38,2.12,2.88,3.0,2.88,0.25,0.5,0.0,0.0,0.38,2.0,1.38,0.0,0.62,0.0,1.5,2.88,2.12,2.25,2.88,1.0,0.88,2.25,-72400.0
43-4011,3.75,3.88,3.5,3.62,3.5,0.0,3.62,3.0,2.75,3.0,3.0,2.88,2.12,2.5,2.0,3.12,2.88,0.75,0.0,0.0,0.0,1.75,1.12,0.25,0.0,0.0,0.0,0.12,2.88,2.12,2.25,3.12,1.25,1.0,2.12,-9250.0
43-4021,3.88,3.88,4.0,3.38,2.38,0.38,3.75,2.75,2.25,2.62,3.12,3.0,2.88,2.88,1.88,3.0,2.88,0.88,0.25,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.88,3.0,2.12,2.25,3.12,0.75,0.38,2.5,-1330.0
43-4031,3.71,3.67,3.5,3.63,2.04,0.71,3.45,3.0,1.88,3.04,2.92,2.96,2.16,2.37,2.37,3.04,2.71,0.88,0.29,0.04,0.0,0.29,1.25,0.92,0.0,0.42,0.08,1.16,2.88,1.92,1.58,2.88,1.33,1.0,2.08,25530.0
43-4041,3.63,3.81,3.44,3.56,1.75,0.12,3.5,3.0,2.25,3.0,2.94,3.0,2.56,2.56,2.88,2.81,3.06,0.0,0.0,0.0,0.0,0.38,0.06,0.0,0.0,0.0,0.0,0.0,3.25,2.06,2.12,2.88,0.69,0.44,2.31,-19620.0
43-4051,3.38,3.75,3.0,3.75,2.12,0.0,3.25,2.88,2.88,3.0,3.0,3.0,3.0,2.88,2.75,3.5,3.0,0.75,0.5,0.0,0.0,0.62,1.25,0.0,0.0,0.0,0.0,0.5,2.88,2.12,2.0,2.75,0.12,0.12,2.0,408100.0
43-4061,4.0,4.0,3.62,4.0,1.75,0.38,3.75,3.0,2.38,3.12,3.5,3.0,3.0,3.0,2.62,3.75,3.0,0.12,0.12,0.0,0.0,0.5,0.38,0.0,0.0,0.0,0.0,0.0,3.0,2.62,2.12,3.0,0.38,0.0,2.38,17380.0
43-4071,3.0,3.0,3.0,3.0,2.12,0.0,3.0,2.25,2.12,2.25,2.25,2.25,2.12,2.12,2.12,2.38,2.25,1.12,0.62,0.12,0.0,0.62,0.75,1.25,0.0,0.25,0.0,1.25,2.25,2.12,1.88,2.75,0.5,1.25,1.75,-45980.0
43-4081,3.5,3.25,2.88,3.0,2.12,0.0,3.5,2.25,2.62,3.0,3.25,3.12,2.88,2.88,2.88,3.62,2.75,0.0,0.88,0.0,0.0,0.88,1.5,0.12,0.0,0.5,0.0,1.38,2.88,2.12,2.25,3.0,0.88,0.75,3.0,26800.0
43-4111,3.62,4.0,3.38,4.0,2.12,0.0,3.25,3.0,2.88,3.12,3.25,3.0,3.12,3.12,2.88,3.25,3.12,1.62,0.38,0.0,0.0,1.12,1.12,0.0,0.0,0.0,0.0,0.12,2.75,2.25,2.25,3.25,0.88,0.88,2.88,-2140.0
43-4121,3.25,3.0,3.0,3.0,2.12,0.0,2.88,2.12,2.12,2.75,2.75,2.88,2.12,2.12,2.5,3.0,2.12,0.25,0.38,0.0,0.0,0.5,1.0,0.0,0.25,0.25,0.25,1.25,2.25,1.88,1.75,2.5,1.12,1.62,2.12,-14890.0
43-4131,4.0,4.0,3.88,4.0,3.12,0.25,4.0,3.5,2.75,3.0,3.12,3.0,3.12,3.0,3.0,3.25,3.0,2.12,0.75,0.0,0.0,1.12,1.62,0.0,0.0,0.62,0.0,1.0,3.75,2.75,2.62,3.12,1.25,0.25,2.25,-3910.0
43-4141,3.62,4.0,3.0,3.88,3.0,0.0,3.5,2.62,2.12,3.0,3.0,2.88,2.88,2.0,2.0,3.38,2.62,0.38,0.25,0.0,0.0,0.75,0.75,0.25,0.0,0.0,0.0,0.62,3.0,2.0,2.0,2.5,0.5,0.12,1.75,-8840.0
43-4151,3.38,3.25,2.88,3.25,2.88,0.12,3.62,3.0,2.12,2.75,2.75,3.0,3.0,3.0,2.0,3.38,2.62,1.25,0.25,0.0,0.0,0.5,1.12,0.62,0.0,0.38,0.0,1.88,2.75,2.12,2.12,2.62,1.25,1.62,1.12,-53210.0
43-4161,4.0,4.0,3.62,3.75,2.0,0.12,3.62,3.12,2.88,3.5,3.38,3.0,2.75,2.5,2.88,3.0,2.75,1.25,0.75,0.0,0.0,0.75,1.12,0.25,0.0,0.0,0.0,0.38,3.0,2.12,2.12,2.88,0.75,0.75,2.62,-17930.0
43-4171,3.25,3.38,3.12,3.0,2.12,0.0,3.12,2.38,2.38,2.5,2.88,2.75,2.62,2.5,2.38,3.12,2.75,0.25,0.5,0.0,0.0,0.38,0.38,0.0,0.0,0.38,0.0,1.25,2.12,2.12,2.0,2.75,0.88,0.5,2.12,76220.0
43-4181,3.12,4.0,3.0,3.25,2.5,0.0,3.62,3.0,2.62,2.88,3.12,3.0,3.0,2.88,2.75,3.75,3.0,1.0,0.5,0.0,0.0,0.88,1.62,0.5,0.0,0.5,0.0,1.12,3.0,2.25,2.25,3.0,0.38,0.5,2.0,-14600.0
43-5011,3.185,3.19,3.125,3.19,2.75,0.0,3.5,2.935,2.44,3.185,3.06,3.125,3.065,3.25,2.625,3.125,3.0,1.19,0.5,0.375,0.125,0.565,1.56,0.625,0.31,0.69,0.25,1.19,2.935,2.62,2.62,3.125,1.38,1.69,2.435,18330.0
43-5021,2.88,2.88,2.75,2.62,2.12,0.12,2.62,2.25,1.88,2.12,2.38,2.38,1.75,1.75,1.62,2.62,2.38,0.38,0.38,0.12,0.0,0.0,2.12,2.25,1.0,1.5,0.12,1.38,2.0,1.88,1.62,2.75,0.75,0.62,1.38,2960.0
43-5031,3.62,4.12,3.25,4.12,1.88,0.62,3.88,3.0,3.0,3.12,3.88,3.5,3.25,3.12,3.0,3.38,3.12,1.88,0.75,0.0,0.0,0.88,2.0,0.75,0.0,1.5,0.0,1.62,3.12,2.75,2.12,3.12,1.25,1.25,2.62,-1070.0
43-5032,3.25,3.88,2.88,3.88,2.0,0.12,3.75,2.88,2.75,3.25,3.0,3.62,2.88,2.75,2.5,2.88,3.0,0.75,0.75,0.0,0.0,0.38,1.75,0.38,0.0,0.62,0.0,1.88,2.88,2.75,2.75,3.12,1.0,1.38,2.75,9030.0
43-5041,2.88,3.0,2.75,3.0,2.12,0.12,2.75,2.12,2.5,2.88,2.12,2.12,2.12,2.12,2.38,2.75,2.62,0.62,0.62,1.12,0.25,0.88,2.38,2.38,1.12,1.88,1.0,2.12,2.5,1.88,1.75,2.62,1.0,1.0,1.88,-5760.0
43-5051,3.12,3.12,3.0,3.0,2.5,0.0,3.25,2.0,2.0,2.5,2.38,2.25,2.5,2.0,2.0,3.0,2.5,0.5,0.5,0.0,0.0,0.62,1.62,1.0,0.0,1.5,0.0,2.0,2.12,1.88,1.25,2.62,1.62,1.25,2.0,9260.0
43-5052,2.88,3.0,2.12,2.75,1.12,0.0,2.75,2.0,1.12,2.25,2.75,2.62,2.12,2.0,0.12,2.12,2.12,1.0,0.0,0.0,0.0,0.0,2.12,2.12,0.0,0.12,0.0,0.88,2.12,1.25,1.12,2.38,0.12,0.5,0.0,32160.0
43-5053,2.75,2.75,1.88,2.62,1.38,0.0,2.62,2.0,2.12,2.75,2.38,2.88,1.5,1.38,2.38,1.88,2.0,0.62,0.0,0.12,0.0,0.62,2.62,2.38,0.62,1.62,0.38,1.88,2.12,1.62,1.25,2.5,0.0,0.0,1.88,-19200.0
43-5061,4.0,3.75,3.12,3.38,2.5,0.25,3.88,2.88,2.5,3.5,2.88,3.12,3.0,2.88,2.5,2.88,3.0,1.75,0.75,0.12,0.0,0.62,1.75,1.0,0.0,0.88,0.0,2.12,3.0,2.75,2.12,3.25,1.88,2.12,2.38,73330.0
43-5071,3.12,3.0,2.75,3.0,2.25,0.0,3.0,2.12,2.25,3.0,2.5,2.88,2.12,2.12,2.25,2.25,2.25,0.62,0.88,0.25,0.0,0.62,2.12,2.0,0.0,1.25,0.0,2.0,2.75,2.25,1.62,2.38,1.12,1.12,2.12,43380.0
43-5111,3.0,3.0,3.0,3.0,2.75,0.75,3.0,2.75,2.5,3.12,2.88,3.0,2.25,2.12,2.38,3.0,2.75,0.5,0.5,1.25,0.0,1.12,2.25,1.75,1.25,1.38,1.25,2.75,2.88,2.12,2.12,2.88,1.12,1.0,2.75,-8510.0
43-6011,4.0,4.0,3.75,3.88,2.25,0.38,3.75,3.12,3.0,3.62,3.12,3.0,2.88,2.62,2.88,3.75,3.0,0.88,0.75,0.12,0.0,1.25,1.25,0.38,0.0,0.0,0.12,1.88,2.88,2.5,2.62,3.0,1.25,1.25,2.38,-171040.0
43-6012,3.88,4.0,3.88,3.25,2.0,0.0,3.12,2.75,2.0,3.0,2.88,2.62,2.25,2.25,1.88,3.0,2.62,0.25,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.62,2.62,2.12,1.88,3.12,0.25,0.12,1.75,-44770.0
43-6013,3.12,3.5,3.0,3.62,2.0,0.12,3.0,2.25,2.12,2.88,3.0,2.75,2.0,1.75,2.12,3.25,2.75,0.75,0.25,0.0,0.0,0.38,0.75,0.25,0.0,0.0,0.0,0.12,2.25,2.0,2.0,2.88,0.38,0.62,2.12,88730.0
43-6014,3.88,3.75,3.5,3.62,1.62,0.0,3.62,3.0,1.88,3.25,3.0,2.88,2.12,2.12,2.38,3.12,2.62,1.12,0.5,0.0,0.0,0.75,1.0,0.25,0.0,0.0,0.0,1.38,2.62,2.12,1.75,3.0,1.25,1.5,2.62,-168880.0
43-9021,3.38,3.0,3.0,3.0,2.0,0.0,2.88,2.12,2.12,2.25,2.5,2.12,2.12,2.12,2.38,2.12,2.5,0.25,0.38,0.5,0.0,1.0,1.88,0.0,0.0,0.0,0.0,1.0,2.38,2.12,2.0,2.88,0.88,0.88,2.25,-46020.0
43-9022,3.5,3.12,3.25,2.88,2.5,0.0,2.5,2.0,1.5,2.38,2.5,2.12,1.62,1.75,1.25,2.5,2.0,0.75,0.88,0.12,0.0,0.88,1.0,0.88,0.62,0.62,0.0,1.75,1.88,1.25,0.88,2.88,0.75,0.88,1.75,-33840.0
43-9031,4.0,3.75,3.62,3.62,2.12,0.0,3.88,3.0,3.0,3.5,3.0,3.38,2.88,2.75,3.62,3.0,3.62,2.88,1.75,1.62,0.0,2.62,1.88,1.38,1.0,1.25,1.25,2.38,3.0,2.88,2.75,3.5,1.75,1.62,2.88,-4570.0
43-9041,3.69,3.75,3.0,3.75,2.94,0.06,3.5,2.62,2.06,2.75,2.62,2.44,2.06,2.06,1.94,2.88,2.81,0.25,0.0,0.0,0.0,0.69,0.63,0.32,0.0,0.0,0.0,0.69,3.0,1.94,1.75,2.62,0.81,0.75,1.44,4330.0
43-9051,2.62,2.75,2.75,2.75,2.0,0.12,2.88,2.12,2.0,2.88,2.62,2.88,1.5,1.12,1.88,1.88,1.88,0.12,0.25,0.88,0.0,0.5,2.5,2.88,1.0,1.38,0.88,2.12,2.62,1.88,1.38,2.62,0.88,0.75,1.62,-15610.0
43-9061,3.5,3.5,3.12,3.0,2.12,0.0,3.0,2.75,2.25,2.88,3.0,3.0,2.12,2.12,2.75,2.88,2.25,0.25,0.38,0.0,0.0,0.38,2.0,0.38,0.0,0.5,0.0,1.0,2.25,1.88,1.75,2.75,0.88,1.38,2.0,66090.0
43-9071,2.88,2.88,2.75,3.0,2.0,0.0,2.62,2.62,2.0,3.0,2.25,2.62,2.12,2.12,2.12,2.75,2.5,0.75,0.75,1.75,0.25,0.88,2.88,2.62,2.5,2.5,1.88,2.62,2.5,2.12,2.0,2.62,1.88,2.0,2.12,-20570.0
43-9081,4.25,3.12,4.0,3.12,1.0,0.12,3.0,2.38,1.38,2.75,1.88,2.12,1.5,1.0,1.25,0.88,2.38,0.38,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.88,2.25,1.0,1.12,2.5,0.0,0.0,0.88,-2770.0
43-9111,4.0,3.62,3.75,3.75,4.88,2.5,3.88,3.75,3.0,3.0,2.88,2.75,2.62,2.62,2.88,2.75,3.38,1.38,1.0,0.0,0.0,3.5,0.75,0.0,0.0,0.0,0.0,1.75,3.0,2.5,2.62,3.0,0.5,0.38,2.0,-4300.0
45-1011,3.72,3.72,3.38,3.66,2.69,2.12,3.59,3.31,3.12,3.81,3.56,3.75,3.37,3.03,3.06,2.94,3.28,2.59,0.78,2.29,0.03,0.47,3.25,3.22,2.47,2.62,2.41,3.03,3.47,3.22,3.16,3.69,2.91,2.94,3.78,4030.0
45-2011,4.0,3.62,3.62,3.88,2.75,2.75,4.0,3.38,3.0,4.12,2.75,3.0,2.88,2.75,2.88,2.88,3.25,1.38,0.75,0.12,0.0,0.5,3.38,2.38,0.0,1.5,0.0,3.88,3.38,3.25,3.25,2.88,0.75,1.0,2.25,-40.0
45-2021,2.88,3.0,2.75,2.75,2.12,2.88,3.25,2.75,2.0,3.0,2.38,2.25,2.38,1.5,1.62,2.12,2.88,1.25,0.25,0.5,0.0,0.5,2.75,2.62,0.0,1.62,0.0,2.75,3.0,2.25,1.88,2.75,1.62,1.75,1.75,500.0
45-2041,1.62,2.25,1.38,2.25,0.88,0.25,2.25,1.5,0.88,2.12,1.75,2.5,1.5,1.12,0.88,1.25,1.62,0.0,0.0,0.0,0.0,0.0,1.0,0.62,0.0,0.5,0.0,1.0,1.88,1.25,0.88,1.88,0.12,0.12,0.62,-1760.0
45-2091,1.88,2.88,1.75,2.62,1.12,0.62,2.75,1.88,1.0,2.25,2.12,2.5,1.75,1.38,2.0,1.62,2.38,0.12,0.5,2.0,0.38,0.0,3.62,3.75,3.0,3.0,3.0,2.75,2.12,1.38,1.25,2.12,0.5,0.75,2.25,890.0
45-2092,2.12,2.5,2.12,2.31,1.19,0.75,2.62,2.31,2.19,2.75,2.25,2.81,2.12,1.88,2.12,2.06,2.25,0.44,0.0,1.69,0.12,0.0,2.19,2.31,1.75,1.88,1.75,2.06,2.31,0.94,0.43,2.25,0.5,0.94,2.25,25870.0
45-2093,2.75,3.0,2.75,2.88,1.75,1.38,3.0,2.38,2.12,3.25,2.12,3.0,2.0,2.0,2.5,2.0,2.25,0.38,0.38,2.12,0.0,0.0,3.0,3.0,2.62,2.5,2.62,2.75,3.0,2.12,2.12,2.88,0.75,1.38,2.12,5090.0
45-4011,3.12,2.88,2.5,3.0,2.12,1.5,3.12,2.62,2.62,3.12,2.88,3.38,2.5,2.0,2.5,2.62,2.75,1.5,0.75,2.12,0.0,0.62,2.88,2.88,2.0,2.0,2.0,2.12,2.88,2.62,2.25,2.62,1.38,1.75,2.38,-110.0
45-4021,1.75,2.38,1.25,2.38,1.5,1.25,3.0,2.0,0.75,2.75,1.88,2.88,2.12,1.75,1.5,1.25,2.5,1.38,0.0,2.38,0.0,0.0,2.5,2.88,2.5,2.5,2.25,2.5,2.62,0.12,1.12,2.12,1.0,1.0,1.5,-1200.0
45-4022,2.25,2.25,2.38,2.25,1.88,0.5,2.75,2.12,2.0,3.0,2.25,2.75,2.12,2.12,2.25,2.12,2.12,0.5,0.25,2.0,0.12,0.0,3.88,4.0,3.0,3.0,3.0,3.0,2.5,2.0,2.12,2.75,1.0,1.0,2.25,20.0
45-4023,2.88,2.88,3.0,2.88,2.75,0.75,3.0,2.75,2.12,3.0,2.75,3.0,2.75,2.62,2.5,2.5,2.75,0.62,0.38,1.0,0.0,0.5,2.62,2.25,1.0,1.38,0.75,2.5,3.0,2.25,2.12,2.88,0.88,1.5,1.88,520.0
47-1011,3.685,3.685,3.25,3.685,3.125,0.815,3.565,3.185,3.0,3.5,3.44,3.88,3.31,3.31,3.25,3.06,3.375,2.185,1.315,2.37,0.875,0.625,3.0,2.81,2.125,2.375,2.25,3.12,3.25,3.125,3.12,3.69,2.375,2.625,3.88,129810.0
47-2011,3.0,3.0,2.88,2.88,2.0,1.88,3.12,3.0,2.75,3.12,2.62,2.75,2.12,2.12,2.38,2.25,3.12,2.5,1.0,2.75,1.5,0.0,3.38,3.5,3.0,3.0,3.12,3.25,3.12,2.38,2.25,3.0,0.62,1.5,2.38,-1390.0
47-2021,2.38,2.75,2.12,2.5,3.38,1.25,3.0,2.12,2.12,2.88,2.25,3.12,2.25,2.12,2.12,2.12,2.25,1.62,0.75,2.0,0.12,0.0,2.25,2.12,2.0,2.0,1.88,2.88,2.12,2.12,2.12,2.62,1.0,1.75,2.12,1310.0
47-2022,2.5,3.0,2.62,2.62,2.62,0.75,3.0,2.62,2.38,2.75,2.25,3.5,2.62,2.62,2.62,2.62,2.88,1.62,1.12,2.0,0.0,0.0,2.38,2.62,1.88,2.0,2.0,2.75,2.5,2.25,2.38,2.75,1.38,1.88,2.25,1140.0
47-2031,2.88,2.81,2.56,2.75,2.94,0.38,3.12,2.75,2.44,2.94,2.5,3.5,2.5,2.37,2.75,2.56,2.69,1.25,1.31,2.06,1.5,0.0,2.81,2.69,2.06,2.62,2.44,2.81,2.88,2.25,2.12,2.88,1.19,1.69,2.44,117110.0
47-2041,2.25,2.12,1.75,2.25,3.38,0.0,2.88,2.12,2.62,2.88,2.25,3.12,1.88,1.75,2.62,2.88,2.75,1.5,1.0,2.0,0.62,0.0,2.12,2.12,1.62,1.88,1.62,2.62,2.5,1.88,1.88,2.38,0.88,1.5,1.88,-40.0
47-2042,2.38,3.0,2.25,2.62,2.12,0.38,2.88,2.5,1.88,3.12,2.25,3.12,2.5,2.25,2.5,2.38,2.5,1.38,0.38,0.88,0.0,0.0,2.12,2.12,0.0,0.88,0.0,1.5,2.25,1.25,1.25,2.38,0.12,0.25,1.75,6460.0
47-2043,2.38,2.75,1.88,2.25,1.5,0.12,2.38,2.25,1.88,2.75,2.0,3.0,1.75,1.62,2.12,2.25,2.5,0.38,0.38,1.75,0.0,0.0,2.5,2.75,2.0,2.0,2.0,2.38,2.25,1.38,1.25,2.62,0.38,0.75,1.62,430.0
47-2044,2.75,2.75,2.25,2.75,3.12,0.38,3.12,2.5,2.25,2.62,2.62,3.25,2.5,2.75,2.75,2.5,2.62,1.62,1.12,2.0,0.25,0.0,2.75,2.62,2.25,2.38,1.88,2.38,2.5,1.88,2.0,2.75,1.12,1.62,2.38,8880.0
47-2051,1.88,2.25,1.88,2.0,2.75,0.25,2.38,1.75,2.0,2.88,1.88,3.25,1.62,1.5,2.0,1.62,2.62,0.38,0.75,1.62,0.38,0.12,2.38,2.75,1.25,1.75,1.12,2.75,2.12,1.62,1.62,2.75,0.88,1.12,2.12,43550.0
47-2053,1.75,2.0,1.62,2.0,2.25,0.62,2.38,2.12,2.12,2.62,2.0,3.12,1.75,1.62,2.0,1.88,2.38,1.0,0.38,2.0,0.25,0.0,2.0,2.5,1.75,1.88,1.75,2.38,2.25,1.75,1.5,2.5,0.62,1.0,1.88,-280.0
47-2061,2.62,3.0,2.0,2.88,1.38,0.5,2.62,2.12,2.0,2.5,2.12,3.25,2.0,2.0,2.0,1.88,2.62,0.75,0.62,2.12,1.25,0.0,2.88,3.0,2.12,2.0,2.0,2.12,2.12,1.0,1.12,2.38,0.5,0.88,1.75,167480.0
47-2071,2.12,2.75,1.62,2.25,2.0,0.12,2.88,2.12,2.12,2.88,1.75,3.12,1.75,1.62,2.0,1.88,2.5,0.62,0.75,2.12,0.88,0.0,3.12,3.12,3.0,2.88,3.0,2.88,2.5,1.88,1.88,2.12,0.5,0.62,1.62,-9170.0
47-2072,2.25,2.75,1.88,2.38,1.38,0.38,3.0,2.0,1.62,2.88,2.0,3.12,1.62,1.62,2.12,1.75,2.25,0.12,0.5,1.88,0.0,0.0,3.62,3.75,3.12,3.0,2.88,2.88,2.5,1.25,1.25,2.75,0.5,0.75,1.38,70.0
47-2073,2.5,3.0,1.88,2.5,1.62,0.62,3.0,2.62,2.12,3.0,2.38,2.88,2.12,2.12,2.38,2.25,2.62,1.25,1.0,2.12,0.62,0.25,3.25,4.12,3.25,3.0,3.0,2.75,2.62,2.0,1.75,2.88,0.88,1.0,2.12,61240.0
47-2081,2.75,2.38,1.88,2.25,2.12,0.12,2.62,2.0,1.88,2.62,2.25,3.12,1.62,1.5,2.12,1.62,2.5,1.5,0.75,1.88,1.12,0.0,2.25,2.38,1.38,1.88,1.12,2.25,2.5,1.88,1.5,2.62,0.62,0.75,2.0,17830.0
47-2082,2.12,2.62,2.0,2.12,0.62,0.25,2.38,2.0,2.0,2.62,2.12,2.38,2.0,1.75,1.88,2.12,2.25,1.12,0.12,0.88,1.0,0.0,2.12,2.0,0.75,1.38,0.88,1.88,2.38,1.38,1.25,2.62,0.0,0.88,2.0,1150.0
47-2111,3.25,3.0,3.0,3.12,3.25,2.12,3.62,3.25,3.5,3.5,2.88,3.5,2.88,2.38,3.0,2.88,3.12,2.75,1.75,2.88,3.62,0.0,3.12,3.0,3.38,4.0,3.62,3.5,3.25,3.0,3.12,3.0,2.0,2.25,3.12,121690.0
47-2121,2.88,2.88,1.88,2.75,2.38,0.5,2.88,2.12,1.88,3.0,2.62,3.0,1.5,1.38,2.12,2.0,2.38,1.62,0.88,1.5,1.38,0.0,2.62,2.88,0.5,1.62,0.62,2.38,2.38,1.75,1.88,2.5,0.88,0.75,2.0,9580.0
47-2131,2.25,2.25,2.12,2.25,1.88,0.0,2.75,2.12,2.0,2.75,2.25,2.75,2.12,2.0,2.12,2.12,2.12,1.12,1.0,1.88,0.38,0.0,2.88,3.0,1.88,2.0,1.88,2.62,2.38,1.75,1.75,2.38,1.0,1.0,2.12,9370.0
